fibro_typename,seed,orientation_10,major_axis_10,minor_axis_10,orientation_20,major_axis_20,minor_axis_20,orientation_30,major_axis_30,minor_axis_30,orientation_40,major_axis_40,minor_axis_40,orientation_50,major_axis_50,minor_axis_50,orientation_60,major_axis_60,minor_axis_60,orientation_70,major_axis_70,minor_axis_70,orientation_80,major_axis_80,minor_axis_80,orientation_90,major_axis_90,minor_axis_90,fibro_type
interstitial,29,-69.520273,42.616611,7.415603,-69.04445,41.82416,9.701603,-69.693648,49.465824,13.340485,-69.692475,61.845572,17.132597,-70.043791,80.244656,21.753496,-70.149998,107.997731,29.357326,-71.187271,149.401155,44.486799,-70.779774,203.952372,71.310714,-72.277736,322.902722,119.662754,interstitial
interstitial,30,-72.230114,27.849214,6.607836,-70.687587,36.761424,11.289432,-69.46265,50.494391,15.084417,-69.443792,68.984521,18.891275,-69.364543,91.86264,24.701659,-69.57261,117.322277,34.757233,-70.328278,153.939871,51.440866,-71.198384,212.075532,78.600051,-72.010648,346.947934,125.018686,interstitial
interstitial,31,-69.017622,26.955171,5.517434,-68.35881,32.635263,9.546051,-68.277878,40.285948,13.584422,-69.569699,55.900484,16.37093,-70.027648,75.514972,20.273285,-69.948559,103.280105,26.295167,-69.766542,135.689695,39.714085,-71.04814,188.038094,66.703537,-70.910964,314.748592,112.632039,interstitial
interstitial,32,-65.820963,47.898122,7.593023,-65.468145,53.309645,10.27908,-65.941161,63.748794,12.403679,-66.237518,79.874043,15.570347,-66.624479,99.080459,20.676165,-66.904723,125.427487,29.697573,-67.572825,165.614634,44.822897,-69.50157,219.776052,73.624184,-69.473857,363.824165,117.727649,interstitial
interstitial,33,-70.562749,28.56863,5.420001,-70.239101,35.27339,9.414543,-69.858977,46.024118,12.667124,-69.774815,60.43527,15.878109,-70.255154,80.344093,20.380671,-70.228979,110.017622,28.079597,-69.207831,139.339838,45.277276,-70.152976,203.879573,70.568281,-71.464624,329.492323,118.259619,interstitial
interstitial,34,-67.82443,30.602437,5.705298,-67.027324,32.817771,8.626018,-66.863466,39.646536,12.006933,-65.952934,51.110923,15.115209,-66.035444,70.033468,18.631152,-66.648932,97.39153,25.430365,-69.013674,127.949751,42.494283,-68.814161,189.680278,67.194283,-70.366033,313.920086,113.970881,interstitial
interstitial,35,-72.075049,32.174372,6.042638,-70.926355,35.341679,9.228694,-71.414436,44.377063,12.70932,-71.050972,59.646487,15.776668,-70.245377,82.785887,19.46922,-70.510048,110.43265,26.933457,-70.65647,143.241391,42.730186,-72.477737,194.888272,70.586254,-71.844531,323.170996,115.58348,interstitial
interstitial,36,-70.107115,38.324609,6.460873,-69.821895,40.849635,8.996186,-69.519228,46.13072,12.488629,-69.798196,59.826619,15.493968,-69.937547,80.402492,19.212972,-69.293649,108.57383,25.424059,-69.171132,142.83952,39.624033,-70.735541,201.620142,65.38712,-70.981552,332.714276,111.987721,interstitial
interstitial,37,-66.136845,40.452397,6.744135,-65.979426,40.562442,9.758009,-66.70325,49.289961,13.03724,-67.192864,64.030856,16.194787,-67.468403,83.160004,20.673895,-67.910956,107.938249,28.795371,-68.239768,144.260177,43.789224,-68.912744,206.264961,69.611288,-69.922058,335.64293,115.907017,interstitial
interstitial,38,-67.75916,24.245869,6.431107,-67.32154,33.445958,10.411269,-67.363823,46.129905,13.355371,-66.935586,59.884525,16.990503,-67.057844,82.989814,20.750192,-67.087134,112.309501,27.578967,-67.51838,148.506409,43.630101,-69.838985,203.120121,71.662744,-70.679868,332.71026,116.557936,interstitial
interstitial,39,-68.281651,34.299657,6.472889,-67.506049,36.854365,9.005871,-67.289544,44.965396,12.267878,-67.432796,57.013522,15.836454,-67.705858,78.580403,19.595646,-68.234463,108.586368,26.632166,-69.392254,141.283893,43.398586,-70.232681,194.250575,70.912973,-70.208454,330.64286,112.695845,interstitial
interstitial,40,-64.32315,24.153087,6.314764,-65.506707,34.365373,10.183082,-66.005025,45.854283,14.029748,-66.8685,65.558619,17.022321,-67.377966,89.257355,21.544191,-67.691262,118.793399,29.24507,-68.102807,153.620619,44.728558,-70.853332,207.718167,71.226176,-70.275963,339.111044,118.826653,interstitial
interstitial,41,-64.718273,29.428081,5.443321,-64.808749,38.276769,9.075164,-64.950465,46.53047,12.925889,-65.582092,61.485354,16.30693,-65.558145,80.718451,20.895561,-66.486823,105.253353,29.806039,-68.08601,134.830957,47.196037,-68.369292,195.087795,70.751162,-70.082264,319.488117,116.146958,interstitial
interstitial,42,-68.091102,33.102252,6.550386,-69.033058,34.394,8.927586,-68.380969,41.432101,12.463296,-67.839305,52.636751,15.715752,-67.991062,70.717736,19.587938,-68.002122,99.069113,25.460232,-68.413445,135.301167,38.73126,-68.462789,202.142493,60.477471,-70.462221,323.884972,109.22077,interstitial
interstitial,43,-65.999631,26.515407,5.582492,-66.30563,31.968479,9.320304,-67.121963,39.602155,13.048999,-68.461727,53.077969,16.245307,-68.485325,71.115197,20.554873,-68.27698,99.404707,27.595799,-69.009413,139.50726,42.369237,-72.155365,193.425796,66.919784,-71.1331,322.538461,109.779902,interstitial
interstitial,44,-68.195023,30.781758,6.218632,-69.007336,34.376099,10.339171,-68.473119,45.879543,13.707077,-68.58204,61.743109,17.174029,-68.160887,81.611823,22.578262,-68.580513,107.871478,32.568082,-70.413951,148.575786,49.257378,-70.959339,203.479738,77.520501,-71.383967,341.062216,120.895269,interstitial
interstitial,45,-67.938613,40.294869,7.389631,-67.721531,45.271727,10.239634,-68.050507,60.522157,12.994552,-68.185337,76.813725,16.740035,-68.271359,98.262867,21.797326,-68.899903,120.404642,31.468735,-70.511985,152.942588,47.155001,-70.371649,209.381076,75.442471,-70.893706,352.269201,119.541277,interstitial
interstitial,46,-66.026644,39.959509,6.631562,-65.704424,42.288426,9.528756,-65.149095,54.624612,12.537342,-65.408462,71.37675,15.526748,-65.713969,92.725534,19.810905,-66.161128,119.950434,27.58166,-68.054042,150.404788,45.348631,-69.62817,207.850768,71.521273,-70.106255,338.142859,117.135268,interstitial
interstitial,47,-67.091567,25.29061,5.149806,-68.255398,30.322904,8.831644,-68.314935,37.655961,12.247701,-68.814605,48.521608,15.479313,-69.907944,64.535951,19.261669,-69.915557,89.261486,25.123839,-70.434596,124.618844,39.233099,-73.131833,169.232753,67.605233,-71.434891,308.03241,109.110163,interstitial
interstitial,48,-67.767435,40.154984,7.181729,-68.443536,42.046167,10.240027,-67.965973,53.184974,13.225183,-68.600476,68.022942,16.771374,-68.736191,88.351966,21.514899,-68.723917,118.312115,29.12861,-69.044953,152.860159,46.800668,-69.974955,214.749655,71.395294,-70.535069,344.672756,119.806708,interstitial
interstitial,49,-70.456119,34.363646,6.427014,-69.484081,37.795878,10.168091,-69.072073,51.552018,13.05578,-68.965907,66.332425,16.549679,-68.57309,86.33867,21.663745,-69.201181,117.020224,29.179895,-69.777417,150.424243,46.199054,-69.401685,207.106296,72.290638,-71.24336,338.127077,120.47998,interstitial
interstitial,50,-65.378716,27.394786,5.776576,-66.046507,35.615714,9.650505,-66.554361,44.775668,13.376655,-67.043882,59.509974,16.680795,-67.856482,78.282046,21.265492,-68.57265,106.926455,28.20833,-69.222743,148.056793,41.907047,-69.323929,205.74906,68.646871,-70.73399,330.034992,116.853814,interstitial
interstitial,51,-67.912468,32.450773,5.554255,-67.793497,36.319474,9.915218,-68.380963,44.951377,14.069797,-67.692335,64.248325,16.803876,-67.729831,86.782737,20.787792,-68.601456,116.221717,28.447021,-70.858484,155.604801,44.442368,-70.690337,212.97061,69.700401,-70.018988,340.67443,115.952233,interstitial
interstitial,52,-65.698851,37.818617,6.570304,-66.713538,40.009189,9.633409,-67.247271,50.213917,13.007686,-67.548645,64.271527,16.444504,-68.018675,83.887496,20.982421,-67.905096,109.110213,28.641523,-68.237651,147.234234,42.222227,-69.521574,202.747826,68.52898,-69.598845,332.505452,116.541705,interstitial
interstitial,53,-63.535226,37.277615,7.558753,-63.914345,40.318437,10.984671,-63.624932,52.674189,14.589645,-64.083952,69.957699,18.545428,-65.220098,94.18827,23.481667,-67.015139,124.361023,31.787357,-67.435921,161.322194,47.389878,-69.177786,220.403971,74.430039,-68.528538,359.906006,118.824045,interstitial
interstitial,54,-61.226837,32.669689,5.836185,-62.033438,36.912087,10.251809,-62.146626,47.218117,13.866899,-62.968808,59.853578,18.083462,-63.846172,80.566234,22.858225,-65.739304,107.307516,31.47155,-67.155486,148.544732,46.026233,-70.243873,210.107651,71.020134,-68.876626,343.721004,116.52635,interstitial
interstitial,55,-62.928425,36.73544,6.614044,-62.894629,37.798056,9.417774,-63.659268,44.777492,12.936709,-65.138651,56.979024,16.481387,-65.159783,75.456968,20.719505,-65.410622,100.93944,28.46966,-67.14119,136.54736,44.950732,-68.589068,197.868171,69.026293,-68.682801,328.865344,112.084952,interstitial
interstitial,56,-64.805011,22.457375,5.687162,-64.519933,29.403217,9.502726,-64.226855,37.202552,13.333763,-64.077896,51.870387,16.057876,-64.614387,69.781045,20.061395,-66.141752,99.277924,25.715982,-68.926139,130.979988,41.013809,-70.87061,189.208819,65.449688,-70.090814,315.156808,113.058921,interstitial
interstitial,57,-63.555642,43.481073,7.010595,-64.142622,47.318332,9.50752,-63.726564,56.607747,12.242623,-63.823614,70.846712,15.654422,-64.134618,90.581565,20.428639,-64.654794,116.852088,28.656212,-66.290041,155.295004,43.828842,-69.998936,210.268971,71.665171,-69.813926,340.718445,119.56536,interstitial
interstitial,58,-64.332926,30.457601,5.024822,-64.748877,34.326397,8.780355,-65.384123,41.591149,12.349215,-66.452474,52.823403,15.842431,-67.466091,73.539174,18.816949,-68.221977,100.126547,24.893343,-69.076509,144.600862,37.625319,-68.970914,190.231151,68.355872,-71.365554,319.099681,112.190904,interstitial
interstitial,59,-64.998325,21.251012,6.166963,-65.860824,31.082841,9.53212,-65.289556,42.077476,12.504281,-65.627887,56.522049,15.42658,-66.60694,75.072956,19.098847,-67.358939,103.950661,24.467543,-68.619142,141.933991,36.164182,-69.408555,202.783792,60.271454,-70.031651,325.126568,108.350395,interstitial
interstitial,60,-68.816725,32.704767,5.386967,-68.750802,38.115927,9.846743,-68.533642,46.03844,14.322423,-68.266645,66.228522,16.551318,-68.595363,89.073958,20.308364,-68.741691,121.398624,26.346715,-68.965018,156.864364,41.580017,-70.356796,209.607988,67.314557,-70.529963,341.923315,113.813536,interstitial
interstitial,61,-72.525444,22.811571,6.215238,-71.541937,31.083825,10.299757,-70.921479,42.183208,13.822798,-69.929695,59.265709,16.801908,-69.080096,81.70847,21.381922,-69.302242,114.632028,28.195965,-69.999101,143.95102,44.525318,-72.387453,200.352585,68.745439,-71.888617,332.318336,114.609966,interstitial
interstitial,62,-66.962538,16.684912,7.112827,-66.185404,25.768381,10.905557,-67.075577,36.614239,14.255892,-69.262859,54.256928,16.915671,-69.844254,75.557186,21.287407,-69.756816,105.67521,28.933912,-69.281476,144.353284,44.646393,-69.842623,207.525574,69.165024,-70.296846,324.325463,118.510605,interstitial
interstitial,63,-65.131196,35.958037,7.232899,-65.034854,40.404093,10.599298,-65.57401,51.85468,14.232265,-66.115363,68.097497,17.822544,-66.992995,87.250244,22.987725,-68.378237,115.098733,30.850692,-69.805463,144.846836,46.879252,-69.392195,202.109174,72.730675,-70.730341,339.673496,116.708564,interstitial
interstitial,64,-70.14483,23.29705,5.439938,-69.477446,30.035357,9.36373,-69.442213,37.947931,13.15446,-69.052969,51.517057,16.439131,-67.81073,73.361213,20.245431,-66.920879,103.688692,27.288874,-67.576643,137.223286,42.114192,-69.893694,199.398035,65.382026,-70.092995,319.694342,113.295548,interstitial
interstitial,65,-65.524811,30.843201,5.415357,-65.907554,35.85656,9.306452,-66.399461,43.160184,13.306215,-66.303632,56.843851,16.93048,-65.786441,76.388386,21.324119,-66.357077,102.541952,29.063508,-68.762761,139.290706,44.171023,-71.84265,196.299122,70.825046,-70.363993,316.368358,119.992067,interstitial
interstitial,66,-65.677467,38.692007,6.901031,-65.967517,42.425565,9.883835,-65.285693,52.345346,13.720007,-65.14369,69.938055,17.15043,-65.446773,93.113408,21.619277,-65.715007,122.761825,29.884464,-67.563025,159.347283,46.286676,-69.122477,209.104907,74.050304,-69.021544,354.072902,116.187437,interstitial
interstitial,67,-66.585268,31.041777,5.919774,-66.925531,38.947302,9.783298,-66.573745,50.195848,13.40745,-67.525466,68.393023,16.278606,-68.109693,88.144967,20.974063,-68.746349,115.116272,29.025768,-71.223573,152.930796,44.283453,-71.508766,209.724052,70.410435,-70.883188,343.198386,117.643212,interstitial
interstitial,68,-69.190295,33.684296,6.224687,-69.199763,37.107296,9.543256,-69.910962,45.657462,13.274602,-70.288621,60.438956,16.510999,-70.684468,81.275754,20.448129,-71.333356,110.055719,27.209294,-72.04732,149.091868,40.777263,-72.745245,197.757282,69.30791,-72.906333,333.105663,113.378906,interstitial
interstitial,69,-70.193354,34.574385,5.704306,-69.543944,38.049287,9.339738,-69.29544,45.805029,13.356083,-68.65681,60.678541,16.741452,-68.678598,79.940258,21.657792,-69.266547,106.826352,30.380723,-71.242447,142.035017,46.515893,-69.794783,201.963412,72.888477,-70.652699,324.209912,120.116239,interstitial
interstitial,70,-71.866735,24.410413,6.748226,-70.904903,36.358602,10.326182,-70.724872,49.494797,13.496388,-70.428999,66.151779,16.820301,-70.520886,88.370788,21.081604,-70.525365,114.725657,29.68474,-71.913222,148.91711,46.913748,-72.173351,199.114164,75.351874,-72.156772,334.083039,118.88649,interstitial
interstitial,71,-68.400161,25.56918,6.425976,-67.57507,36.452259,10.231324,-67.314496,48.338104,13.957902,-67.744205,70.98803,16.254568,-67.90174,90.971608,21.378627,-68.448668,117.982248,31.231825,-69.081467,150.051601,49.8816,-70.46809,204.10816,76.544798,-71.796575,342.947497,120.383547,interstitial
interstitial,72,-65.429874,43.071726,6.038439,-65.661974,42.969659,9.175713,-65.138412,52.881773,12.702885,-64.976239,68.110832,16.233036,-64.817322,90.774055,20.863365,-65.075828,121.771967,29.203203,-66.707049,151.766235,46.32585,-69.170872,209.200412,72.829783,-68.534068,344.707069,117.90064,interstitial
interstitial,73,-70.2973,30.030264,5.813174,-69.007925,36.962013,9.945371,-69.24149,47.978609,13.701727,-69.490813,67.459074,16.912586,-69.537084,93.470022,21.610021,-70.235115,122.113562,31.391481,-71.332087,158.573444,48.444887,-70.38905,212.544438,75.073484,-70.907778,341.646899,121.00529,interstitial
interstitial,74,-70.178536,40.200183,6.510741,-69.443752,44.536095,9.675211,-69.723153,54.243827,13.477823,-69.482256,71.52077,17.09365,-68.995184,96.431305,21.281596,-69.211014,125.086645,29.686591,-70.043309,161.686727,46.282851,-71.918916,212.538549,75.921759,-72.377176,351.344717,121.694854,interstitial
interstitial,75,-68.64785,18.399296,6.600165,-69.206212,27.245115,10.343222,-67.756105,38.523703,13.581926,-67.620325,56.471477,16.284475,-67.168356,81.532096,20.023048,-67.301316,113.383162,27.068788,-68.5223,152.410971,41.242236,-70.514892,196.403294,69.159421,-69.613037,333.700092,113.032665,interstitial
interstitial,76,-70.896391,28.14056,5.902873,-69.329911,33.966793,9.972478,-68.035047,43.957977,13.562659,-68.235671,58.478292,17.083529,-68.745379,77.949853,22.210101,-69.943628,104.191111,31.741467,-71.035424,139.447424,48.790569,-70.386521,199.697148,73.730078,-70.11265,329.818042,117.661275,interstitial
interstitial,77,-69.663227,29.017596,5.316311,-69.848677,36.557813,8.99907,-69.166346,44.38044,12.88569,-69.333778,58.110414,16.490093,-68.929331,78.554572,21.292253,-69.222157,108.245904,29.345648,-70.04927,150.065385,43.63929,-70.818892,204.125042,71.138491,-71.027551,335.53918,116.150987,interstitial
interstitial,78,-69.250109,18.945537,7.034264,-68.301963,28.126228,11.160715,-69.007962,40.47888,14.371963,-68.83394,57.66863,17.486089,-69.009972,79.613025,22.003438,-69.72967,107.70583,30.347015,-69.562664,141.093859,46.621487,-69.258967,201.241,71.426838,-70.852979,325.983805,120.507877,interstitial
interstitial,79,-66.373324,31.272677,4.930049,-66.14171,35.642747,8.590063,-66.374472,43.405405,12.07811,-67.160805,58.463519,14.376865,-67.600307,74.457317,18.130107,-68.295518,104.03692,22.849871,-69.309894,145.084745,34.020051,-69.531382,196.488959,61.826055,-70.035104,321.433573,107.570447,interstitial
interstitial,80,-65.823235,18.939015,6.969393,-66.299584,28.026691,11.068274,-65.496072,40.325748,14.242633,-66.192769,56.077891,17.875071,-67.149373,78.848116,22.575686,-67.6714,105.216669,32.595613,-68.274562,147.639123,48.241468,-70.308532,208.727896,74.386746,-69.752458,330.9003,122.226666,interstitial
interstitial,81,-63.493055,39.986539,6.640117,-64.283883,41.520345,10.210359,-64.901916,55.377814,13.039372,-65.397249,72.59824,16.042615,-65.729134,93.521812,20.347566,-66.415816,119.84387,28.045255,-68.176967,149.104257,44.900425,-70.895477,213.249124,68.089439,-70.162532,344.44598,113.925752,interstitial
interstitial,82,-65.669319,22.976369,6.285688,-66.167381,32.277181,10.304292,-66.688116,45.410056,13.518561,-67.231964,67.000862,15.722993,-67.772895,90.468835,19.58584,-68.24436,121.012091,26.840419,-68.836058,149.135204,44.7586,-70.319518,204.159164,74.059463,-70.657769,339.642218,119.175127,interstitial
interstitial,83,-65.443344,35.497866,5.025639,-64.900671,40.878249,8.92146,-65.301961,53.069737,11.817118,-65.328269,67.323528,15.006779,-65.791318,87.021942,19.491204,-66.679636,121.920834,26.82796,-67.24742,155.032997,45.94158,-68.813425,206.555385,72.735343,-68.208082,350.0355,114.663072,interstitial
interstitial,84,-65.92877,25.309811,6.149536,-64.768041,34.549572,10.198267,-65.224868,47.348736,13.414583,-65.515693,65.177789,16.453509,-65.744359,85.076905,21.774654,-66.840529,113.097117,30.848994,-67.886048,143.312682,49.996407,-70.330854,201.229555,76.298754,-69.837214,330.829042,121.869852,interstitial
interstitial,85,-63.958308,42.412375,6.62464,-64.666745,44.573302,9.116612,-64.399076,51.322622,12.596319,-65.142641,63.995495,16.177109,-65.538773,82.527005,20.695644,-66.66064,111.203131,28.594904,-70.130338,142.935611,46.877173,-71.263237,191.767572,75.344851,-70.19316,328.07228,118.500523,interstitial
interstitial,86,-68.378494,20.597569,5.986518,-68.726075,28.003906,9.895806,-69.254085,37.01653,13.209483,-69.762154,49.373942,16.508157,-69.402743,69.09456,19.874931,-69.269566,95.427853,25.622786,-70.21293,135.018132,38.997808,-71.625127,197.594557,64.491738,-71.315596,314.101587,110.602872,interstitial
interstitial,87,-72.497399,37.069015,6.229348,-72.77345,39.56422,9.648229,-72.574183,49.398537,13.278907,-72.468235,64.333696,16.860897,-71.753216,87.553669,21.181024,-70.897421,116.208462,29.734387,-71.149858,145.983799,49.820212,-70.869525,202.142942,77.305615,-71.69259,333.248843,123.403241,interstitial
interstitial,88,-63.269863,26.779236,5.987491,-63.815437,32.688793,10.23653,-61.998561,43.84487,13.404303,-63.167754,58.707497,16.465076,-64.289138,76.582438,20.61066,-65.967927,100.55742,27.822227,-67.526708,138.10558,40.822501,-68.808555,188.991097,68.460438,-68.963198,314.488737,116.786703,interstitial
interstitial,89,-63.628704,26.664913,6.022888,-64.759072,33.600119,10.127794,-66.160277,44.134159,13.649697,-67.147984,62.097628,16.332612,-67.883861,85.355371,19.614615,-68.479915,112.97795,26.193511,-67.931522,150.883983,39.504453,-69.652723,211.492289,63.193247,-69.574606,347.409516,106.462415,interstitial
interstitial,90,-71.228375,21.59496,6.170247,-70.986385,29.68518,10.283996,-70.112464,40.832698,13.705567,-69.939721,58.7275,16.077823,-69.081111,80.986286,19.886542,-68.813765,106.317794,27.615083,-69.87699,140.900081,43.940632,-72.162884,199.629656,69.718385,-71.187224,324.227729,117.703487,interstitial
interstitial,91,-70.179809,33.331898,6.23257,-69.762821,40.78905,10.553196,-69.386456,53.59451,14.192665,-69.014501,69.855459,18.46003,-68.574688,91.08316,24.294218,-68.209883,117.28471,33.848822,-69.842623,156.113157,49.470849,-71.166393,216.723161,74.719636,-71.546262,353.02145,119.504293,interstitial
interstitial,92,-68.780118,26.802876,5.31306,-68.229009,33.48194,9.291184,-68.173111,41.355787,13.168362,-68.080724,56.525461,16.021997,-68.938465,73.996791,20.587186,-69.537153,101.076545,27.569789,-69.180411,140.410862,39.246687,-70.374333,197.899851,63.198889,-70.614319,324.307135,110.104255,interstitial
interstitial,93,-66.158023,31.915546,5.582137,-65.845416,36.06725,9.489563,-65.273292,45.525973,13.122342,-65.372752,62.3067,16.006312,-65.251971,83.824457,19.818012,-65.376535,111.960981,26.475656,-66.669052,147.889554,41.516975,-70.408762,202.161614,69.950356,-69.266161,336.115381,114.862864,interstitial
interstitial,94,-67.413276,34.287729,5.463967,-66.986512,39.202076,9.27961,-66.695616,49.096493,12.691687,-66.901414,65.032416,15.712521,-67.278082,84.350073,20.347949,-68.039977,108.692152,29.190423,-69.291464,139.874211,47.122164,-70.154685,199.627721,73.598484,-72.030498,342.827262,116.698498,interstitial
interstitial,95,-66.326113,24.065723,5.835194,-66.782017,31.834994,9.684672,-66.103921,40.777642,13.365655,-66.832877,56.970654,16.208658,-66.175874,76.88406,19.834785,-66.082606,106.097756,25.746926,-68.50131,142.161788,39.352094,-68.458122,198.238593,66.053724,-69.657304,327.967743,111.112858,interstitial
interstitial,96,-71.280536,24.554408,6.191268,-69.746714,33.836139,9.957996,-68.5202,46.378884,12.759267,-68.785556,59.671211,16.34275,-68.233719,76.565307,21.484998,-68.47031,99.24788,30.787252,-69.244489,134.650843,46.042356,-71.073672,194.006829,71.897325,-71.625698,325.369781,116.626983,interstitial
interstitial,97,-71.333898,28.892178,5.645631,-71.114135,35.412826,9.806487,-71.286917,44.186981,13.850248,-70.902066,60.325501,17.212988,-71.39575,83.468062,21.442832,-71.570158,113.687203,28.975607,-71.611948,147.390135,44.808889,-72.181834,201.283472,70.280358,-71.482755,329.682659,116.289146,interstitial
interstitial,98,-63.096604,17.542793,7.747376,-65.81243,29.264924,11.127647,-66.242144,44.221988,14.028155,-66.336846,65.139355,16.482841,-66.7049,89.39034,20.672401,-68.259794,117.188743,29.773333,-69.932384,153.521649,46.526426,-70.154185,208.902557,70.109186,-70.643379,338.251472,116.672805,interstitial
interstitial,99,-64.556078,34.299664,5.726075,-65.672138,38.202628,9.190095,-66.814895,45.999161,12.916983,-66.670332,58.969536,16.350425,-67.479118,78.706235,20.324035,-68.093158,103.568495,27.399168,-68.372882,139.958008,41.277742,-71.940028,206.170264,65.209624,-69.88933,325.556481,114.890426,interstitial
interstitial,100,-67.837629,28.836396,5.729306,-68.269589,37.057565,9.80638,-68.45883,48.11612,13.187775,-68.629132,64.558498,16.128648,-68.257234,86.478459,19.770212,-68.630559,116.236118,26.124409,-69.144047,148.120653,42.154225,-71.103369,209.998946,67.000321,-71.369581,341.478584,112.191433,interstitial
patchy,1,-35.260562,17.144119,5.318089,-35.543134,23.376083,8.458467,-34.98457,28.271348,11.928396,-33.917361,36.005441,14.927885,-33.047827,47.257378,18.148255,-32.572372,63.279733,22.450064,-33.644483,88.666577,29.606765,-34.387734,131.866625,44.428241,-35.449437,231.128457,84.6337,patchy
patchy,2,-37.079617,16.915235,5.285121,-35.93456,22.79048,8.455903,-35.441616,28.396388,11.520403,-34.238406,35.055595,14.822209,-32.491027,46.047052,17.887405,-32.353418,61.950613,21.54838,-33.653155,85.310396,28.56973,-34.513314,134.046468,41.795617,-35.253947,224.712732,83.918294,patchy
patchy,3,-39.869313,15.511146,6.277288,-38.361869,23.444089,9.202804,-36.340049,31.102513,11.973555,-35.002782,39.026559,15.09114,-33.362906,50.349852,18.224077,-33.068541,65.511589,22.647402,-34.234782,90.139017,29.974307,-35.755446,138.157151,43.663657,-36.304117,234.118614,84.227719,patchy
patchy,4,-34.600595,29.181806,5.19596,-34.736448,31.341093,8.347117,-33.774499,37.169588,11.514241,-33.36322,45.02597,14.691214,-32.94964,55.417937,18.190744,-33.663413,69.125199,23.43931,-34.655185,93.336425,31.760227,-36.230884,141.219686,46.14718,-35.992939,243.188079,89.158623,patchy
patchy,5,-34.579317,23.772357,5.155457,-35.212648,27.452773,8.625392,-34.870381,33.263342,11.801933,-33.922954,41.254978,15.057352,-33.950793,53.738079,18.108746,-34.337844,70.357642,22.469223,-36.098027,93.625732,30.261493,-35.818927,138.448119,45.379915,-36.801346,237.498143,87.526689,patchy
patchy,6,-35.502919,19.05464,4.757323,-36.049105,23.301613,8.28013,-35.561529,28.985473,11.142999,-35.604256,34.716468,14.472794,-35.431545,44.157384,17.822602,-34.917099,60.470431,21.4421,-35.989938,83.887205,28.241186,-36.232118,127.884662,41.38076,-36.747309,215.215591,83.323947,patchy
patchy,7,-35.9408,17.51165,4.987015,-35.175076,22.41585,8.281783,-35.6789,27.597966,11.333988,-35.611378,33.591086,14.763973,-35.34925,44.724114,17.625923,-35.2094,60.075533,21.7166,-36.40591,84.075926,29.044567,-36.347689,131.704644,41.069732,-36.583763,219.729274,82.696974,patchy
patchy,8,-34.780815,16.949245,5.516523,-34.21573,23.039504,8.95826,-34.943141,29.137336,12.118001,-35.197893,38.701138,14.577329,-35.1492,50.475038,17.367476,-35.193351,65.014564,21.58108,-35.769751,89.192201,28.460239,-36.187585,134.809235,41.901238,-36.338173,237.368218,80.229648,patchy
patchy,9,-36.513687,19.58919,6.194446,-36.947409,28.395977,9.507868,-37.270653,36.990483,12.295154,-36.316524,45.623007,15.45684,-35.316772,55.605392,19.329995,-34.229513,70.181511,24.107921,-34.961464,93.116605,31.437401,-35.947731,137.955558,45.879942,-37.28361,244.715937,86.448637,patchy
patchy,10,-39.904249,20.565217,5.724703,-39.928405,28.342538,9.014392,-39.472727,35.854181,12.08025,-38.445157,44.23085,15.378523,-37.951832,55.541286,19.145059,-36.830408,73.785892,23.224513,-36.487062,96.282337,30.972335,-37.100954,137.522371,47.46208,-37.810526,248.517147,87.220916,patchy
patchy,11,-39.537777,20.941416,5.282163,-38.286308,25.724568,8.801239,-38.061395,31.271515,12.425597,-37.751982,39.937357,15.553735,-36.854611,53.417578,18.532748,-37.015055,71.371836,22.472447,-36.548483,94.732441,30.566295,-37.408675,137.513196,46.228222,-37.544757,244.721716,86.94753,patchy
patchy,12,-37.581546,17.148697,5.865752,-38.814538,24.095111,9.012022,-37.401377,31.681817,11.798167,-37.248434,40.10138,14.73959,-35.741787,52.030552,17.761835,-35.129153,68.688147,21.852019,-35.651969,98.751857,28.182845,-36.422758,141.740005,42.663845,-36.473683,246.727372,82.436675,patchy
patchy,13,-39.256887,18.941598,5.606969,-38.006911,25.965443,8.874916,-37.983713,33.128651,11.869683,-37.291969,41.335741,15.012382,-36.267593,53.532479,18.143405,-34.969899,69.970938,22.2632,-34.754533,94.29763,29.356058,-35.71016,138.785468,43.778634,-35.76751,238.342603,84.591155,patchy
patchy,14,-32.958587,20.66529,5.684986,-33.993683,27.721728,9.078469,-33.835128,35.340929,12.223584,-34.070234,45.341003,14.986166,-33.779491,58.215385,17.994959,-34.057104,73.491825,22.629291,-34.442737,97.501164,29.696523,-35.394166,140.900152,45.172442,-35.402328,243.010853,87.197862,patchy
patchy,15,-31.177012,18.430534,5.692083,-31.973116,24.149176,9.525523,-32.227942,31.501668,12.679439,-33.317408,44.193612,14.438303,-32.512909,56.300422,17.354411,-32.55024,70.043386,22.169055,-33.351494,95.377167,29.244505,-33.860986,140.739022,44.354178,-34.297702,245.711103,83.563233,patchy
patchy,16,-33.702035,18.380991,5.636212,-33.661629,23.450571,9.552886,-31.92008,31.176651,12.594641,-31.463032,45.130161,14.061723,-31.132191,56.86438,16.808102,-31.799038,69.837861,21.381264,-33.308802,93.687522,28.397387,-33.602066,137.875218,42.901494,-34.385037,246.51432,81.636779,patchy
